Name	Chr	Start	Stop	Up	Down	size
chrXIV: 512396-512668	chrXIV	512396.0	512668.0	YNL061W	YNL059C	272.0
chrXIV: 514935-517249	chrXIV	514935.0	517249.0	YNL059C	YNL056W	2314.0
chrXIV: 517842-517994	chrXIV	517842.0	517994.0	YNL056W	YNL055C	152.0
chrXIV: 529583-529942	chrXIV	529583.0	529942.0	YNL054W	YNL053W	359.0
chrXIV: 531411-531725	chrXIV	531411.0	531725.0	YNL053W	YNL052W	314.0
chrXIV: 532186-532659	chrXIV	532186.0	532659.0	YNL052W	YNL051W	473.0
chrXIV: 533870-535281	chrXIV	533870.0	535281.0	YNL051W	YNL049C	1411.0
chrXIV: 537911-538173	chrXIV	537911.0	538173.0	YNL049C	YNL048W	262.0
chrXIV: 539819-539911	chrXIV	539819.0	539911.0	YNL048W	YNL047C	92.0
chrXIV: 541881-542963	chrXIV	541881.0	542963.0	YNL047C	YNL045W	1082.0
chrXIV: 544978-545268	chrXIV	544978.0	545268.0	YNL045W	YNL044W	290.0
chrXIV: 545877-548100	chrXIV	545877.0	548100.0	YNL044W	YNL042W	2223.0
chrXIV: 549290-549468	chrXIV	549290.0	549468.0	YNL042W	YNL041C	178.0
chrXIV: 551987-555048	chrXIV	551987.0	555048.0	YNL041C	YNL039W	3061.0
chrXIV: 556832-557020	chrXIV	556832.0	557020.0	YNL039W	YNL038W	188.0
chrXIV: 557783-557920	chrXIV	557783.0	557920.0	YNL038W	YNL037C	137.0
chrXIV: 559002-559814	chrXIV	559002.0	559814.0	YNL037C	YNL036W	812.0
chrXIV: 575351-575640	chrXIV	575351.0	575640.0	YNL032W	YNL031C	289.0
chrXIV: 576050-576727	chrXIV	576050.0	576727.0	YNL031C	YNL030W	677.0
chrXIV: 577038-577205	chrXIV	577038.0	577205.0	YNL030W	YNL029C	167.0
chrXIV: 578773-579580	chrXIV	578773.0	579580.0	YNL029C	YNL027W	807.0
chrXIV: 581616-581920	chrXIV	581616.0	581920.0	YNL027W	YNL026W	304.0
chrXIV: 583374-584320	chrXIV	583374.0	584320.0	YNL026W	YNL025C	946.0
chrXIV: 585291-586602	chrXIV	585291.0	586602.0	YNL025C	YNL024C-A	1311.0
chrXIV: 586820-588263	chrXIV	586820.0	588263.0	YNL024C-A	YNL023C	1443.0
chrXIV: 591160-593227	chrXIV	591160.0	593227.0	YNL023C	YNL021W	2067.0
chrXIV: 595347-595623	chrXIV	595347.0	595623.0	YNL021W	YNL020C	276.0
chrXIV: 604268-605384	chrXIV	604268.0	605384.0	YNL016W	YNL015W	1116.0
chrXIV: 605611-606319	chrXIV	605611.0	606319.0	YNL015W	YNL014W	708.0
chrXIV: 609453-609686	chrXIV	609453.0	609686.0	YNL014W	YNL012W	233.0
chrXIV: 611665-614821	chrXIV	611665.0	614821.0	YNL012W	YNL009W	3156.0
chrXIV: 616083-616211	chrXIV	616083.0	616211.0	YNL009W	YNL008C	128.0
chrXIV: 618241-618507	chrXIV	618241.0	618507.0	YNL008C	YNL007C	266.0
chrXIV: 619565-620067	chrXIV	619565.0	620067.0	YNL007C	YNL006W	502.0
chrXIV: 620978-621313	chrXIV	620978.0	621313.0	YNL006W	YNL005C	335.0
chrXIV: 622428-622915	chrXIV	622428.0	622915.0	YNL005C	YNL004W	487.0
chrXIV: 624621-624975	chrXIV	624621.0	624975.0	YNL004W	YNL003C	354.0
chrXIV: 625829-626174	chrXIV	625829.0	626174.0	YNL003C	YNL002C	345.0
chrXIV: 627142-627456	chrXIV	627142.0	627456.0	YNL002C	YNL001W	314.0
chrXIV: 628616-629622	chrXIV	628616.0	629622.0	YNL001W	YNR001C	1006.0
chrXIV: 631061-633008	chrXIV	631061.0	633008.0	YNR001C	YNR002C	1947.0
chrXIV: 633856-634344	chrXIV	633856.0	634344.0	YNR002C	YNR003C	488.0
chrXIV: 635297-636986	chrXIV	635297.0	636986.0	YNR003C	YNR006W	1689.0
chrXIV: 638854-639182	chrXIV	638854.0	639182.0	YNR006W	YNR007C	328.0
chrXIV: 640114-640396	chrXIV	640114.0	640396.0	YNR007C	YNR008W	282.0
chrXIV: 642381-642690	chrXIV	642381.0	642690.0	YNR008W	YNR009W	309.0
chrXIV: 643439-643744	chrXIV	643439.0	643744.0	YNR009W	YNR010W	305.0
chrXIV: 644193-644320	chrXIV	644193.0	644320.0	YNR010W	YNR011C	127.0
chrXIV: 646950-647432	chrXIV	646950.0	647432.0	YNR011C	YNR012W	482.0
chrXIV: 648937-649028	chrXIV	648937.0	649028.0	YNR012W	YNR013C	91.0
chrXIV: 651712-653387	chrXIV	651712.0	653387.0	YNR013C	YNR015W	1675.0
chrXIV: 654541-654673	chrXIV	654541.0	654673.0	YNR015W	YNR016C	132.0
chrXIV: 661374-662913	chrXIV	661374.0	662913.0	YNR016C	YNR017W	1539.0
chrXIV: 663581-664270	chrXIV	663581.0	664270.0	YNR017W	YNR018W	689.0
chrXIV: 664944-665339	chrXIV	664944.0	665339.0	YNR018W	YNR019W	395.0
chrXIV: 667267-667410	chrXIV	667267.0	667410.0	YNR019W	YNR020C	143.0
chrXIV: 668222-669774	chrXIV	668222.0	669774.0	YNR020C	YNR022C	1552.0
chrXIV: 670193-670418	chrXIV	670193.0	670418.0	YNR022C	YNR023W	225.0
chrXIV: 672118-672409	chrXIV	672118.0	672409.0	YNR023W	YNR024W	291.0
chrXIV: 672969-673274	chrXIV	672969.0	673274.0	YNR024W	YNR026C	305.0
chrXIV: 674689-674923	chrXIV	674689.0	674923.0	YNR026C	YNR027W	234.0
chrXIV: 675876-676177	chrXIV	675876.0	676177.0	YNR027W	YNR028W	301.0
chrXIV: 677103-678799	chrXIV	677103.0	678799.0	YNR028W	YNR030W	1696.0
chrXIV: 680454-680694	chrXIV	680454.0	680694.0	YNR030W	YNR031C	240.0
chrXIV: 685433-686010	chrXIV	685433.0	686010.0	YNR031C	YNR032W	577.0
chrXIV: 687116-687243	chrXIV	687116.0	687243.0	YNR032W	YNR032C-A	127.0
chrXIV: 687464-687635	chrXIV	687464.0	687635.0	YNR032C-A	YNR033W	171.0
chrXIV: 689998-690321	chrXIV	689998.0	690321.0	YNR033W	YNR034W	323.0
chrXIV: 691286-693019	chrXIV	691286.0	693019.0	YNR034W	YNR035C	1733.0
chrXIV: 694047-694361	chrXIV	694047.0	694361.0	YNR035C	YNR036C	314.0
chrXIV: 694822-695052	chrXIV	694822.0	695052.0	YNR036C	YNR037C	230.0
chrXIV: 695327-695595	chrXIV	695327.0	695595.0	YNR037C	YNR038W	268.0
chrXIV: 697484-697614	chrXIV	697484.0	697614.0	YNR038W	YNR039C	130.0
chrXIV: 699431-700541	chrXIV	699431.0	700541.0	YNR039C	YNR041C	1110.0
chrXIV: 701659-701895	chrXIV	701659.0	701895.0	YNR041C	YNR043W	236.0
chrXIV: 703085-703699	chrXIV	703085.0	703699.0	YNR043W	YNR044W	614.0
chrXIV: 705876-706139	chrXIV	705876.0	706139.0	YNR044W	YNR045W	263.0
chrXIV: 707608-707788	chrXIV	707608.0	707788.0	YNR045W	YNR046W	180.0
chrXIV: 708195-708523	chrXIV	708195.0	708523.0	YNR046W	YNR047W	328.0
chrXIV: 711204-711630	chrXIV	711204.0	711630.0	YNR047W	YNR048W	426.0
chrXIV: 712811-713023	chrXIV	712811.0	713023.0	YNR048W	YNR049C	212.0
chrXIV: 713655-714048	chrXIV	713655.0	714048.0	YNR049C	YNR050C	393.0
chrXIV: 715388-716780	chrXIV	715388.0	716780.0	YNR050C	YNR051C	1392.0
chrXIV: 718327-719346	chrXIV	718327.0	719346.0	YNR051C	YNR052C	1019.0
chrXIV: 720647-721120	chrXIV	720647.0	721120.0	YNR052C	YNR053C	473.0
chrXIV: 723112-723356	chrXIV	723112.0	723356.0	YNR053C	YNR054C	244.0
chrXIV: 724306-728426	chrXIV	724306.0	728426.0	YNR054C	YNR055C	4120.0
chrXIV: 730186-731618	chrXIV	730186.0	731618.0	YNR055C	YNR056C	1432.0
chrXIV: 733303-733356	chrXIV	733303.0	733356.0	YNR056C	YNR057C	53.0
chrXIV: 734069-734291	chrXIV	734069.0	734291.0	YNR057C	YNR058W	222.0
chrXIV: 735733-736803	chrXIV	735733.0	736803.0	YNR058W	YNR059W	1070.0
chrXIV: 738545-739951	chrXIV	738545.0	739951.0	YNR059W	YNR060W	1406.0
chrXIV: 759099-761123	chrXIV	759099.0	761123.0	YNR067C	YNR069C	2024.0
chrXIV: 774351-777602	chrXIV	774351.0	777602.0	YNR072W	YNR074C	3251.0
chrXIV: 778738-779916	chrXIV	778738.0	779916.0	YNR074C	YNR075W	1178.0
chrXIV: 781040-781918	chrXIV	781040.0	781918.0	YNR075W	YNR076W	878.0
chrXV: 2078-6175	chrXV	2078.0	6175.0	YOL165C	YOL164W	4097.0
chrXV: 8115-11549	chrXV	8115.0	11549.0	YOL164W	YOL161C	3434.0
chrXV: 17796-19491	chrXV	17796.0	19491.0	YOL159C	YOL158C	1695.0
chrXV: 21311-22525	chrXV	21311.0	22525.0	YOL158C	YOL157C	1214.0
chrXV: 24294-25273	chrXV	24294.0	25273.0	YOL157C	YOL156W	979.0
chrXV: 26976-28703	chrXV	26976.0	28703.0	YOL156W	YOL155C	1727.0
chrXV: 31606-34658	chrXV	31606.0	34658.0	YOL155C	YOL154W	3052.0
chrXV: 42610-43694	chrXV	42610.0	43694.0	YOL152W	YOL151W	1084.0
chrXV: 44722-44938	chrXV	44722.0	44938.0	YOL151W	YOL149W	216.0
chrXV: 45633-45760	chrXV	45633.0	45760.0	YOL149W	YOL148C	127.0
chrXV: 47574-47933	chrXV	47574.0	47933.0	YOL148C	YOL147C	359.0
chrXV: 48643-48864	chrXV	48643.0	48864.0	YOL147C	YOL146W	221.0
chrXV: 49448-49555	chrXV	49448.0	49555.0	YOL146W	YOL145C	107.0
chrXV: 52788-53098	chrXV	52788.0	53098.0	YOL145C	YOL144W	310.0
chrXV: 54552-54595	chrXV	54552.0	54595.0	YOL144W	YOL143C	43.0
chrXV: 55104-55558	chrXV	55104.0	55558.0	YOL143C	YOL142W	454.0
chrXV: 56280-56452	chrXV	56280.0	56452.0	YOL142W	YOL141W	172.0
chrXV: 58539-58759	chrXV	58539.0	58759.0	YOL141W	YOL140W	220.0
chrXV: 60030-60383	chrXV	60030.0	60383.0	YOL140W	YOL139C	353.0
chrXV: 61024-61325	chrXV	61024.0	61325.0	YOL139C	YOL138C	301.0
chrXV: 65350-65621	chrXV	65350.0	65621.0	YOL138C	YOL137W	271.0
chrXV: 67114-67561	chrXV	67114.0	67561.0	YOL137W	YOL136C	447.0
chrXV: 68754-69376	chrXV	68754.0	69376.0	YOL136C	YOL135C	622.0
chrXV: 70044-70325	chrXV	70044.0	70325.0	YOL135C	YOL133W	281.0
chrXV: 70690-71300	chrXV	70690.0	71300.0	YOL133W	YOL132W	610.0
chrXV: 72715-74400	chrXV	72715.0	74400.0	YOL132W	YOL130W	1685.0
chrXV: 76979-77560	chrXV	76979.0	77560.0	YOL130W	YOL129W	581.0
chrXV: 78114-78352	chrXV	78114.0	78352.0	YOL129W	YOL128C	238.0
chrXV: 79479-80348	chrXV	79479.0	80348.0	YOL128C	YOL127W	869.0
chrXV: 81190-81787	chrXV	81190.0	81787.0	YOL127W	YOL126C	597.0
chrXV: 82920-83834	chrXV	82920.0	83834.0	YOL126C	YOL125W	914.0
chrXV: 85264-85456	chrXV	85264.0	85456.0	YOL125W	YOL124C	192.0
chrXV: 86757-87844	chrXV	86757.0	87844.0	YOL124C	YOL123W	1087.0
chrXV: 89448-89692	chrXV	89448.0	89692.0	YOL123W	YOL122C	244.0
chrXV: 91419-92026	chrXV	91419.0	92026.0	YOL122C	YOL121C	607.0
chrXV: 92850-93395	chrXV	92850.0	93395.0	YOL121C	YOL120C	545.0
chrXV: 94402-94856	chrXV	94402.0	94856.0	YOL120C	YOL119C	454.0
chrXV: 96361-97551	chrXV	96361.0	97551.0	YOL119C	YOL117W	1190.0
chrXV: 99488-100957	chrXV	99488.0	100957.0	YOL117W	YOL116W	1469.0
chrXV: 99809-101475	chrXV	99809.0	101475.0	YOL116W	YOL115W	1666.0
chrXV: 103229-104326	chrXV	103229.0	104326.0	YOL115W	YOL113W	1097.0
chrXV: 106293-106710	chrXV	106293.0	106710.0	YOL113W	YOL112W	417.0
chrXV: 108188-108258	chrXV	108188.0	108258.0	YOL112W	YOL111C	70.0
chrXV: 108896-109176	chrXV	108896.0	109176.0	YOL111C	YOL110W	280.0
chrXV: 109889-110297	chrXV	109889.0	110297.0	YOL110W	YOL109W	408.0
chrXV: 110638-111431	chrXV	110638.0	111431.0	YOL109W	YOL108C	793.0
chrXV: 111886-114138	chrXV	111886.0	114138.0	YOL108C	YOL105C	2252.0
chrXV: 115808-116396	chrXV	115808.0	116396.0	YOL105C	YOL104C	588.0
chrXV: 125830-125997	chrXV	125830.0	125997.0	YOL103W	YOL102C	167.0
chrXV: 126689-126982	chrXV	126689.0	126982.0	YOL102C	YOL101C	293.0
chrXV: 127920-129237	chrXV	127920.0	129237.0	YOL101C	YOL100W	1317.0
chrXV: 132482-136527	chrXV	132482.0	136527.0	YOL100W	YOL097C	4045.0
chrXV: 137825-138107	chrXV	137825.0	138107.0	YOL097C	YOL096C	282.0
chrXV: 139045-139227	chrXV	139045.0	139227.0	YOL096C	YOL095C	182.0
chrXV: 141347-141584	chrXV	141347.0	141584.0	YOL095C	YOL094C	237.0
chrXV: 142555-142815	chrXV	142555.0	142815.0	YOL094C	YOL093W	260.0
chrXV: 143696-145334	chrXV	143696.0	145334.0	YOL093W	YOL091W	1638.0
chrXV: 147163-147382	chrXV	147163.0	147382.0	YOL091W	YOL090W	219.0
chrXV: 150276-150398	chrXV	150276.0	150398.0	YOL090W	YOL089C	122.0
chrXV: 153490-153912	chrXV	153490.0	153912.0	YOL089C	YOL088C	422.0
chrXV: 154745-159548	chrXV	154745.0	159548.0	YOL088C	YOL086C	4803.0
chrXV: 160594-162356	chrXV	160594.0	162356.0	YOL086C	YOL084W	1762.0
chrXV: 165331-165714	chrXV	165331.0	165714.0	YOL084W	YOL083W	383.0
chrXV: 166952-168727	chrXV	166952.0	168727.0	YOL083W	YOL082W	1775.0
chrXV: 169974-171070	chrXV	169974.0	171070.0	YOL082W	YOL081W	1096.0
chrXV: 180309-180558	chrXV	180309.0	180558.0	YOL081W	YOL080C	249.0
chrXV: 181427-181682	chrXV	181427.0	181682.0	YOL080C	YOL078W	255.0
chrXV: 185212-185438	chrXV	185212.0	185438.0	YOL078W	YOL077W-A	226.0
chrXV: 185644-185848	chrXV	185644.0	185848.0	YOL077W-A	YOL077C	204.0
chrXV: 186723-187024	chrXV	186723.0	187024.0	YOL077C	YOL076W	301.0
chrXV: 196337-196507	chrXV	196337.0	196507.0	YOL072W	YOL071W	170.0
chrXV: 196995-197220	chrXV	196995.0	197220.0	YOL071W	YOL070C	225.0
chrXV: 198725-198942	chrXV	198725.0	198942.0	YOL070C	YOL069W	217.0
chrXV: 200297-200368	chrXV	200297.0	200368.0	YOL069W	YOL068C	71.0
chrXV: 201879-201985	chrXV	201879.0	201985.0	YOL068C	YOL067C	106.0
chrXV: 202518-202696	chrXV	202518.0	202696.0	YOL067C	YOL066C	178.0
chrXV: 204471-204731	chrXV	204471.0	204731.0	YOL066C	YOL065C	260.0
chrXV: 205885-206103	chrXV	205885.0	206103.0	YOL065C	YOL064C	218.0
chrXV: 207176-207392	chrXV	207176.0	207392.0	YOL064C	YOL063C	216.0
chrXV: 210265-210520	chrXV	210265.0	210520.0	YOL063C	YOL062C	255.0
chrXV: 211995-212244	chrXV	211995.0	212244.0	YOL062C	YOL061W	249.0
chrXV: 213734-214017	chrXV	213734.0	214017.0	YOL061W	YOL060C	283.0
chrXV: 216137-217126	chrXV	216137.0	217126.0	YOL060C	YOL059W	989.0
chrXV: 218448-219211	chrXV	218448.0	219211.0	YOL059W	YOL058W	763.0
chrXV: 220473-220767	chrXV	220473.0	220767.0	YOL058W	YOL057W	294.0
chrXV: 222902-223268	chrXV	222902.0	223268.0	YOL057W	YOL056W	366.0
chrXV: 224179-224420	chrXV	224179.0	224420.0	YOL056W	YOL055C	241.0
chrXV: 226075-228614	chrXV	226075.0	228614.0	YOL055C	YOL054W	2539.0
chrXV: 229834-230085	chrXV	229834.0	230085.0	YOL054W	YOL053W	251.0
chrXV: 231272-231570	chrXV	231272.0	231570.0	YOL053W	YOL052C-A	298.0
chrXV: 231755-232446	chrXV	231755.0	232446.0	YOL052C-A	YOL052C	691.0
chrXV: 233636-234940	chrXV	233636.0	234940.0	YOL052C	YOL051W	1304.0
chrXV: 238185-238619	chrXV	238185.0	238619.0	YOL051W	YOL049W	434.0
chrXV: 240094-243497	chrXV	240094.0	243497.0	YOL049W	YOL045W	3403.0
chrXV: 246802-247150	chrXV	246802.0	247150.0	YOL045W	YOL044W	348.0
chrXV: 248301-248392	chrXV	248301.0	248392.0	YOL044W	YOL043C	91.0
chrXV: 249534-249825	chrXV	249534.0	249825.0	YOL043C	YOL042W	291.0
chrXV: 250916-251267	chrXV	250916.0	251267.0	YOL042W	YOL041C	351.0
chrXV: 252646-253149	chrXV	252646.0	253149.0	YOL041C	YOL040C	503.0
chrXV: 253577-254297	chrXV	253577.0	254297.0	YOL040C	YOL039W	720.0
chrXV: 254617-255337	chrXV	254617.0	255337.0	YOL039W	YOL038W	720.0
chrXV: 256101-259923	chrXV	256101.0	259923.0	YOL038W	YOL034W	3822.0
chrXV: 263204-263475	chrXV	263204.0	263475.0	YOL034W	YOL033W	271.0
chrXV: 265085-265429	chrXV	265085.0	265429.0	YOL033W	YOL032W	344.0
chrXV: 266169-266264	chrXV	266169.0	266264.0	YOL032W	YOL031C	95.0
chrXV: 267529-268187	chrXV	267529.0	268187.0	YOL031C	YOL030W	658.0
chrXV: 269641-270633	chrXV	269641.0	270633.0	YOL030W	YOL028C	992.0
chrXV: 271370-272003	chrXV	271370.0	272003.0	YOL028C	YOL027C	633.0
chrXV: 273724-274012	chrXV	273724.0	274012.0	YOL027C	YOL026C	288.0
chrXV: 274353-274957	chrXV	274353.0	274957.0	YOL026C	YOL025W	604.0
chrXV: 276939-278056	chrXV	276939.0	278056.0	YOL025W	YOL023W	1117.0
chrXV: 280086-280272	chrXV	280086.0	280272.0	YOL023W	YOL022C	186.0
chrXV: 281498-282421	chrXV	281498.0	282421.0	YOL022C	YOL021C	923.0
chrXV: 285426-286172	chrXV	285426.0	286172.0	YOL021C	YOL020W	746.0
chrXV: 287950-290881	chrXV	287950.0	290881.0	YOL020W	YOL018C	2931.0
chrXV: 292074-292529	chrXV	292074.0	292529.0	YOL018C	YOL017W	455.0
chrXV: 294673-294777	chrXV	294673.0	294777.0	YOL017W	YOL016C	104.0
chrXV: 296120-297078	chrXV	296120.0	297078.0	YOL016C	YOL015W	958.0
chrXV: 298838-301380	chrXV	298838.0	301380.0	YOL015W	YOL013C	2542.0
chrXV: 303035-303579	chrXV	303035.0	303579.0	YOL013C	YOL012C	544.0
chrXV: 303983-305349	chrXV	303983.0	305349.0	YOL012C	YOL011W	1366.0
chrXV: 307409-307938	chrXV	307409.0	307938.0	YOL011W	YOL010W	529.0
chrXV: 309041-309324	chrXV	309041.0	309324.0	YOL010W	YOL009C	283.0
chrXV: 310139-310312	chrXV	310139.0	310312.0	YOL009C	YOL008W	173.0
chrXV: 310935-311342	chrXV	310935.0	311342.0	YOL008W	YOL007C	407.0
chrXV: 312367-313078	chrXV	312367.0	313078.0	YOL007C	YOL006C	711.0
chrXV: 315387-315813	chrXV	315387.0	315813.0	YOL006C	YOL005C	426.0
chrXV: 316175-316938	chrXV	316175.0	316938.0	YOL005C	YOL004W	763.0
chrXV: 321548-321858	chrXV	321548.0	321858.0	YOL004W	YOL003C	310.0
chrXV: 322994-323411	chrXV	322994.0	323411.0	YOL003C	YOL002C	417.0
chrXV: 324364-325249	chrXV	324364.0	325249.0	YOL002C	YOL001W	885.0
chrXV: 326130-326832	chrXV	326130.0	326832.0	YOL001W	YOR001W	702.0
chrXV: 329033-329417	chrXV	329033.0	329417.0	YOR001W	YOR002W	384.0
chrXV: 331051-331455	chrXV	331051.0	331455.0	YOR002W	YOR003W	404.0
chrXV: 332891-333592	chrXV	332891.0	333592.0	YOR003W	YOR004W	701.0
chrXV: 334356-334509	chrXV	334356.0	334509.0	YOR004W	YOR005C	153.0
chrXV: 337343-337680	chrXV	337343.0	337680.0	YOR005C	YOR006C	337.0
chrXV: 338621-338938	chrXV	338621.0	338938.0	YOR006C	YOR007C	317.0
chrXV: 339978-341278	chrXV	339978.0	341278.0	YOR007C	YOR008C	1300.0
chrXV: 342414-344335	chrXV	342414.0	344335.0	YOR008C	YOR009W	1921.0
chrXV: 345798-346195	chrXV	345798.0	346195.0	YOR009W	YOR010C	397.0
chrXV: 346950-349679	chrXV	346950.0	349679.0	YOR010C	YOR011W	2729.0
chrXV: 353863-357674	chrXV	353863.0	357674.0	YOR011W	YOR014W	3811.0
chrXV: 359947-360461	chrXV	359947.0	360461.0	YOR014W	YOR016C	514.0
chrXV: 361084-361412	chrXV	361084.0	361412.0	YOR016C	YOR017W	328.0
chrXV: 363814-364369	chrXV	363814.0	364369.0	YOR017W	YOR018W	555.0
chrXV: 366882-368127	chrXV	366882.0	368127.0	YOR018W	YOR019W	1245.0
chrXV: 370319-370524	chrXV	370319.0	370524.0	YOR019W	YOR020C	205.0
chrXV: 377712-378219	chrXV	377712.0	378219.0	YOR023C	YOR025W	507.0
chrXV: 379562-379781	chrXV	379562.0	379781.0	YOR025W	YOR026W	219.0
chrXV: 380806-381053	chrXV	380806.0	381053.0	YOR026W	YOR027W	247.0
chrXV: 382822-383533	chrXV	382822.0	383533.0	YOR027W	YOR028C	711.0
chrXV: 384420-386825	chrXV	384420.0	386825.0	YOR028C	YOR030W	2405.0
chrXV: 388684-389213	chrXV	388684.0	389213.0	YOR030W	YOR031W	529.0
chrXV: 389422-389771	chrXV	389422.0	389771.0	YOR031W	YOR032C	349.0
chrXV: 391075-392416	chrXV	391075.0	392416.0	YOR032C	YOR033C	1341.0
chrXV: 394524-394837	chrXV	394524.0	394837.0	YOR033C	YOR034C	313.0
chrXV: 397086-397735	chrXV	397086.0	397735.0	YOR034C	YOR035C	649.0
chrXV: 400104-400348	chrXV	400104.0	400348.0	YOR035C	YOR036W	244.0
chrXV: 401214-401555	chrXV	401214.0	401555.0	YOR036W	YOR037W	341.0
chrXV: 402655-402761	chrXV	402655.0	402761.0	YOR037W	YOR038C	106.0
chrXV: 405388-405768	chrXV	405388.0	405768.0	YOR038C	YOR039W	380.0
chrXV: 406544-407064	chrXV	406544.0	407064.0	YOR039W	YOR040W	520.0
chrXV: 407921-408425	chrXV	407921.0	408425.0	YOR040W	YOR042W	504.0
chrXV: 409660-410870	chrXV	409660.0	410870.0	YOR042W	YOR043W	1210.0
chrXV: 412330-413007	chrXV	412330.0	413007.0	YOR043W	YOR044W	677.0
chrXV: 413480-413852	chrXV	413480.0	413852.0	YOR044W	YOR045W	372.0
chrXV: 414037-414459	chrXV	414037.0	414459.0	YOR045W	YOR046C	422.0
chrXV: 415907-416347	chrXV	415907.0	416347.0	YOR046C	YOR047C	440.0
chrXV: 417681-418630	chrXV	417681.0	418630.0	YOR047C	YOR048C	949.0
chrXV: 421650-422668	chrXV	421650.0	422668.0	YOR048C	YOR049C	1018.0
chrXV: 423732-424846	chrXV	423732.0	424846.0	YOR049C	YOR051C	1114.0
chrXV: 426084-426772	chrXV	426084.0	426772.0	YOR051C	YOR052C	688.0
chrXV: 427224-427833	chrXV	427224.0	427833.0	YOR052C	YOR054C	609.0
chrXV: 429857-430247	chrXV	429857.0	430247.0	YOR054C	YOR056C	390.0
chrXV: 431626-432186	chrXV	431626.0	432186.0	YOR056C	YOR057W	560.0
chrXV: 433373-433688	chrXV	433373.0	433688.0	YOR057W	YOR058C	315.0
chrXV: 442553-444686	chrXV	442553.0	444686.0	YOR061W	YOR063W	2133.0
chrXV: 445849-446079	chrXV	445849.0	446079.0	YOR063W	YOR064C	230.0
chrXV: 446738-447439	chrXV	446738.0	447439.0	YOR064C	YOR065W	701.0
chrXV: 448368-449436	chrXV	448368.0	449436.0	YOR065W	YOR066W	1068.0
chrXV: 451325-451729	chrXV	451325.0	451729.0	YOR066W	YOR067C	404.0
chrXV: 453462-453768	chrXV	453462.0	453768.0	YOR067C	YOR069W	306.0
chrXV: 454213-455907	chrXV	454213.0	455907.0	YOR068C	YOR070C	1694.0
chrXV: 457820-459480	chrXV	457820.0	459480.0	YOR070C	YOR071C	1660.0
chrXV: 461276-464771	chrXV	461276.0	464771.0	YOR071C	YOR073W	3495.0
chrXV: 466543-466675	chrXV	466543.0	466675.0	YOR073W	YOR074C	132.0
chrXV: 467589-468212	chrXV	467589.0	468212.0	YOR074C	YOR075W	623.0
chrXV: 469252-469377	chrXV	469252.0	469377.0	YOR075W	YOR076C	125.0
chrXV: 471620-471899	chrXV	471620.0	471899.0	YOR076C	YOR077W	279.0
chrXV: 472597-472725	chrXV	472597.0	472725.0	YOR077W	YOR078W	128.0
chrXV: 473369-473475	chrXV	473369.0	473475.0	YOR078W	YOR079C	106.0
chrXV: 474416-474594	chrXV	474416.0	474594.0	YOR079C	YOR080W	178.0
chrXV: 476792-476939	chrXV	476792.0	476939.0	YOR080W	YOR081C	147.0
chrXV: 479188-479533	chrXV	479188.0	479533.0	YOR081C	YOR083W	345.0
chrXV: 480420-480587	chrXV	480420.0	480587.0	YOR083W	YOR084W	167.0
chrXV: 481750-482033	chrXV	481750.0	482033.0	YOR084W	YOR085W	283.0
chrXV: 483085-483219	chrXV	483085.0	483219.0	YOR085W	YOR086C	134.0
chrXV: 486779-487707	chrXV	486779.0	487707.0	YOR086C	YOR087W	928.0
chrXV: 489734-490196	chrXV	489734.0	490196.0	YOR087W	YOR089C	462.0
chrXV: 490828-491123	chrXV	490828.0	491123.0	YOR089C	YOR090C	295.0
chrXV: 492841-493433	chrXV	492841.0	493433.0	YOR090C	YOR091W	592.0
chrXV: 494470-495127	chrXV	494470.0	495127.0	YOR091W	YOR092W	657.0
chrXV: 503346-503552	chrXV	503346.0	503552.0	YOR094W	YOR095C	206.0
chrXV: 504328-505794	chrXV	504328.0	505794.0	YOR095C	YOR096W	1466.0
chrXV: 506767-507948	chrXV	506767.0	507948.0	YOR096W	YOR098C	1181.0
chrXV: 511178-511825	chrXV	511178.0	511825.0	YOR098C	YOR099W	647.0
chrXV: 513006-513295	chrXV	513006.0	513295.0	YOR099W	YOR100C	289.0
chrXV: 514278-515244	chrXV	514278.0	515244.0	YOR100C	YOR101W	966.0
chrXV: 516173-516449	chrXV	516173.0	516449.0	YOR101W	YOR103C	276.0
chrXV: 516841-517642	chrXV	516841.0	517642.0	YOR103C	YOR104W	801.0
chrXV: 518490-519121	chrXV	518490.0	519121.0	YOR104W	YOR106W	631.0
chrXV: 519972-521353	chrXV	519972.0	521353.0	YOR106W	YOR107W	1381.0
chrXV: 522282-523027	chrXV	522282.0	523027.0	YOR107W	YOR108W	745.0
chrXV: 524841-525278	chrXV	524841.0	525278.0	YOR108W	YOR109W	437.0
chrXV: 528601-528941	chrXV	528601.0	528941.0	YOR109W	YOR110W	340.0
chrXV: 530248-531508	chrXV	530248.0	531508.0	YOR110W	YOR112W	1260.0
chrXV: 533793-534075	chrXV	533793.0	534075.0	YOR112W	YOR113W	282.0
chrXV: 536819-538659	chrXV	536819.0	538659.0	YOR113W	YOR115C	1840.0
chrXV: 539465-539763	chrXV	539465.0	539763.0	YOR115C	YOR116C	298.0
chrXV: 544145-545029	chrXV	544145.0	545029.0	YOR116C	YOR117W	884.0
chrXV: 546333-546857	chrXV	546333.0	546857.0	YOR117W	YOR118W	524.0
